Temps;Vitesse du véhicule;Tension batterie de traction;Etat de charge de la batterie de traction;Demande de force aux roues lorsque la consigne du groupe motopropulseur est égal à zéro;Température bac de la batterie de traction;Courant batterie de traction mesuré par LBC
Temps;M-02-00;M-38-00;M-39-00;M-44-00;M-37-00;M-1B-00
sec;km/h;Volt;%;Nm;°C;A
2721,521;44,2;365,00;67,5;-18811;18;-10,90
2721,570;44,2;365,00;67,5;-18811;18;-10,90
2721,618;44,2;365,00;67,5;-18811;18;-10,90
2721,666;44,2;365,00;67,5;-18801;18;-10,90
2721,715;44,2;365,00;67,5;-18801;18;-10,90
2721,760;44,2;365,00;67,5;-18801;18;-10,15
2721,805;44,6;365,00;67,5;-18801;18;-10,15
2721,853;44,6;365,50;67,5;-18801;18;-10,15
2721,899;44,6;365,50;67,5;-18801;18;-10,15
2721,946;44,6;365,50;67,5;-18792;18;-10,15
2721,993;44,6;365,50;67,5;-18792;18;-10,15
2722,034;44,6;365,50;67,5;-18792;18;-7,90
2722,082;45,0;365,50;67,5;-18792;18;-7,90
2722,129;45,0;365,50;67,5;-18792;18;-7,90
2722,178;45,0;365,50;67,5;-18792;18;-7,90
2722,226;45,0;365,50;67,5;-18782;18;-7,90
2722,273;45,0;365,50;67,5;-18782;18;-7,90
2722,321;45,0;365,50;67,5;-18782;18;-7,40
2722,368;45,4;365,50;67,5;-18782;18;-7,40
2722,416;45,4;366,00;67,5;-18782;18;-7,40
2722,462;45,4;366,00;67,5;-18782;18;-7,40
2722,509;45,4;366,00;67,5;-18773;18;-7,40
2722,557;45,4;366,00;67,5;-18773;18;-7,40
2722,604;45,4;366,00;67,5;-18773;18;-5,15
2722,649;45,8;366,00;67,5;-18773;18;-5,15
2722,707;45,8;366,00;67,5;-18773;18;-5,15
2722,753;45,8;366,00;67,5;-18773;18;-5,15
2722,802;45,8;366,00;67,5;-18764;18;-5,15
2722,850;45,8;366,00;67,5;-18764;18;-5,15
2722,897;45,8;366,00;67,5;-18764;18;-4,40
2722,945;46,1;366,00;67,5;-18764;18;-4,40
2722,994;46,1;366,00;67,5;-18764;18;-4,40
2723,042;46,1;366,00;67,5;-18764;18;-4,40
2723,090;46,1;366,00;67,5;-18756;18;-4,40
2723,137;46,1;366,00;67,5;-18756;18;-4,40
2723,184;46,1;366,00;67,5;-18756;18;-3,65
2723,230;46,5;366,00;67,5;-18756;18;-3,65
2723,276;46,5;366,00;67,5;-18756;18;-3,65
2723,322;46,5;366,00;67,5;-18756;18;-3,65
2723,377;46,5;366,00;67,5;-18748;18;-3,65
2723,425;46,5;366,00;67,5;-18748;18;-3,65
2723,474;46,5;366,00;67,5;-18748;18;-3,15
2723,521;46,9;366,00;67,5;-18748;18;-3,15
2723,569;46,9;366,00;67,5;-18748;18;-3,15
2723,618;46,9;366,00;67,5;-18748;18;-3,15
2723,667;46,9;366,00;67,5;-18741;18;-3,15
2723,713;46,9;366,00;67,5;-18741;18;-3,15
2723,760;46,9;366,00;67,5;-18741;18;-2,40
2723,806;47,3;366,00;67,5;-18741;18;-2,40
2723,853;47,3;366,50;67,5;-18741;18;-2,40
2723,898;47,3;366,50;67,5;-18741;18;-2,40
2723,945;47,3;366,50;67,5;-18736;18;-2,40
2724,008;47,3;366,50;67,5;-18736;18;-2,40
2724,066;47,3;366,50;67,5;-18736;18;-1,65
2724,113;47,6;366,50;67,5;-18736;18;-1,65
2724,162;47,6;366,00;67,5;-18736;18;-1,65
2724,210;47,6;366,00;67,5;-18736;18;-1,65
2724,255;47,6;366,00;67,5;-18726;18;-1,65
2724,303;47,6;366,00;67,5;-18726;18;-1,65
2724,350;47,6;366,00;67,5;-18726;18;-0,40
2724,396;47,8;366,00;67,5;-18726;18;-0,40
2724,443;47,8;366,50;67,5;-18726;18;-0,40
2724,489;47,8;366,50;67,5;-18726;18;-0,40
2724,536;47,8;366,50;67,5;-18721;18;-0,40
2724,583;47,8;366,50;67,5;-18721;18;-0,40
2724,630;47,8;366,50;67,5;-18721;18;3,10
2724,675;48,1;366,50;67,5;-18721;18;3,10
2724,722;48,1;367,50;67,5;-18721;18;3,10
2724,770;48,1;367,50;67,5;-18721;18;3,10
2724,818;48,1;367,50;67,5;-18715;18;3,10
2724,863;48,1;367,50;67,5;-18715;18;3,10
2724,911;48,1;367,50;67,5;-18715;18;9,35
2724,957;48,3;367,50;67,5;-18715;18;9,35
2725,003;48,3;367,00;67,5;-18715;18;9,35
2725,049;48,3;367,00;67,5;-18715;18;9,35
2725,096;48,3;367,00;67,5;-18711;18;9,35
2725,143;48,3;367,00;67,5;-18711;18;9,35
2725,190;48,3;367,00;67,5;-18711;18;14,85
2725,237;48,4;367,00;67,5;-18711;18;14,85
2725,284;48,4;367,50;67,5;-18711;18;14,85
2725,332;48,4;367,50;67,5;-18711;18;14,85
2725,377;48,4;367,50;67,5;-18708;18;14,85
2725,425;48,4;367,50;67,5;-18708;18;14,85
2725,471;48,4;367,50;67,5;-18708;18;21,10
2725,519;48,4;367,50;67,5;-18708;18;21,10
2725,565;48,4;367,50;67,5;-18708;18;21,10
2725,612;48,4;367,50;67,5;-18708;18;21,10
2725,659;48,4;367,50;67,5;-18707;18;21,10
2725,706;48,4;367,50;67,5;-18707;18;21,10
2725,753;48,4;367,50;67,5;-18707;18;25,35
2725,810;48,4;367,50;67,5;-18707;18;25,35
2725,862;48,4;368,00;67,5;-18707;18;25,35
2725,909;48,4;368,00;67,5;-18707;18;25,35
2725,970;48,4;368,00;67,5;-18709;18;25,35
2726,032;48,4;368,00;67,5;-18709;18;25,35
2726,082;48,4;368,00;67,5;-18709;18;28,35
2726,129;48,3;368,00;67,5;-18709;18;28,35
2726,177;48,3;368,00;67,5;-18709;18;28,35
2726,226;48,3;368,00;67,5;-18709;18;28,35
2726,273;48,3;368,00;67,5;-18712;18;28,35
2726,321;48,3;368,00;67,5;-18712;18;28,35
2726,369;48,3;368,00;67,5;-18712;18;28,85
2726,417;48,1;368,00;67,5;-18712;18;28,85
2726,466;48,1;368,50;67,5;-18712;18;28,85
2726,513;48,1;368,50;67,5;-18712;18;28,85
2726,560;48,1;368,50;67,5;-18715;18;28,85
2726,606;48,1;368,50;67,5;-18715;18;28,85
2726,653;48,1;368,50;67,5;-18715;18;26,85
2726,707;48,0;368,50;67,5;-18715;18;26,85
2726,754;48,0;368,00;67,5;-18715;18;26,85
2726,802;48,0;368,00;67,5;-18715;18;26,85
2726,850;48,0;368,00;67,5;-18717;18;26,85
2726,897;48,0;368,00;67,5;-18717;18;26,85
2726,945;48,0;368,00;67,5;-18717;18;24,85
2726,995;47,9;368,00;67,5;-18717;18;24,85
2727,042;47,9;368,50;67,5;-18717;18;24,85
2727,089;47,9;368,50;67,5;-18717;18;24,85
2727,136;47,9;368,50;67,5;-18717;18;24,85
2727,183;47,9;368,50;67,5;-18717;18;24,85
2727,230;47,9;368,50;67,5;-18717;18;22,60
2727,276;47,8;368,50;67,5;-18717;18;22,60
2727,315;47,8;367,50;67,5;-18717;18;22,60
2727,354;47,8;367,50;67,5;-18717;18;22,60
2727,394;47,8;367,50;67,5;-18721;18;22,60
2727,441;47,8;367,50;67,5;-18721;18;22,60
2727,489;47,8;367,50;67,5;-18721;18;22,10
2727,538;47,7;367,50;67,5;-18721;18;22,10
2727,585;47,7;367,50;67,5;-18721;18;22,10
2727,634;47,7;367,50;67,5;-18721;18;22,10
2727,681;47,7;367,50;67,5;-18721;18;22,10
2727,730;47,7;367,50;67,5;-18721;18;22,10
2727,776;47,7;367,50;67,5;-18721;18;19,85
2727,823;47,8;367,50;67,5;-18721;18;19,85
2727,870;47,8;367,50;67,5;-18721;18;19,85
2727,916;47,8;367,50;67,5;-18721;18;19,85
2727,963;47,8;367,50;67,5;-18721;18;19,85
2728,009;47,8;367,50;67,5;-18721;18;19,85
2728,066;47,8;367,50;67,5;-18721;18;20,60
2728,113;47,7;367,50;67,5;-18721;18;20,60
2728,162;47,7;368,50;67,5;-18721;18;20,60
2728,210;47,7;368,50;67,5;-18721;18;20,60
2728,258;47,7;368,50;67,5;-18722;18;20,60
2728,306;47,7;368,50;67,5;-18722;18;20,60
2728,353;47,7;368,50;67,5;-18722;18;19,60
2728,399;47,7;368,50;67,5;-18722;18;19,60
2728,446;47,7;367,50;67,5;-18722;18;19,60
2728,493;47,7;367,50;67,5;-18722;18;19,60
2728,541;47,7;367,50;67,5;-18722;18;19,60
2728,587;47,7;367,50;67,5;-18722;18;19,60
2728,635;47,7;367,50;67,5;-18722;18;19,10
2728,683;47,7;367,50;67,5;-18722;18;19,10
2728,723;47,7;367,50;67,5;-18722;18;19,10
2728,770;47,7;367,50;67,5;-18722;18;19,10
2728,818;47,7;367,50;67,5;-18723;18;19,10
2728,866;47,7;367,50;67,5;-18723;18;19,10
2728,914;47,7;367,50;67,5;-18723;18;18,60
2728,962;47,7;367,50;67,5;-18723;18;18,60
2729,009;47,7;367,50;67,5;-18723;18;18,60
2729,058;47,7;367,50;67,5;-18723;18;18,60
2729,105;47,7;367,50;67,5;-18723;18;18,60
2729,151;47,7;367,50;67,5;-18723;18;18,60
2729,198;47,7;367,50;67,5;-18723;18;19,10
2729,244;47,7;367,50;67,5;-18723;18;19,10
2729,291;47,7;367,50;67,5;-18723;18;19,10
2729,353;47,7;367,50;67,5;-18723;18;19,10
2729,394;47,7;367,50;67,5;-18722;18;19,10
2729,441;47,7;367,50;67,5;-18722;18;19,10
2729,489;47,7;367,50;67,5;-18722;18;18,35
2729,538;47,7;367,50;67,5;-18722;18;18,35
2729,585;47,7;368,00;67,5;-18722;18;18,35
2729,633;47,7;368,00;67,5;-18722;18;18,35
2729,680;47,7;368,00;67,5;-18723;18;18,35
2729,725;47,7;368,00;67,5;-18723;18;18,35
2729,773;47,7;368,00;67,5;-18723;18;19,35
2729,819;47,7;368,00;67,5;-18723;18;19,35
2729,865;47,7;368,00;67,5;-18723;18;19,35
2729,914;47,7;368,00;67,5;-18723;18;19,35
2729,961;47,7;368,00;67,5;-18723;18;19,35
2730,008;47,7;368,00;67,5;-18723;18;19,35
2730,050;47,7;368,00;67,5;-18723;18;18,85
2730,098;47,7;368,00;67,5;-18723;18;18,85
2730,146;47,7;368,00;67,5;-18723;18;18,85
2730,193;47,7;368,00;67,5;-18723;18;18,85
2730,240;47,7;368,00;67,5;-18722;18;18,85
2730,287;47,7;368,00;67,5;-18722;18;18,85
2730,333;47,7;368,00;67,5;-18722;18;18,85
2730,379;47,7;368,00;67,5;-18722;18;18,85
2730,426;47,7;368,50;67,5;-18722;18;18,85
2730,473;47,7;368,50;67,5;-18722;18;18,85
2730,519;47,7;368,50;67,5;-18723;18;18,85
2730,566;47,7;368,50;67,5;-18723;18;18,85
2730,613;47,7;368,50;67,5;-18723;18;18,60
2730,661;47,8;368,50;67,5;-18723;18;18,60
2730,706;47,8;368,00;67,5;-18723;18;18,60
2730,753;47,8;368,00;67,5;-18723;18;18,60
2730,800;47,8;368,00;67,5;-18722;18;18,60
2730,847;47,8;368,00;67,5;-18722;18;18,60
2730,893;47,8;368,00;67,5;-18722;18;18,60
2730,945;47,7;368,00;67,5;-18722;18;18,60
2730,994;47,7;368,00;67,5;-18722;18;18,60
2731,042;47,7;368,00;67,5;-18722;18;18,60
2731,089;47,7;368,00;67,5;-18722;18;18,60
2731,143;47,7;368,00;67,5;-18722;18;18,60
2731,201;47,7;368,00;67,5;-18722;18;19,10
2731,250;47,8;368,00;67,5;-18722;18;19,10
2731,298;47,8;368,00;67,5;-18722;18;19,10
2731,344;47,8;368,00;67,5;-18722;18;19,10
2731,394;47,8;368,00;67,5;-18720;18;19,10
2731,441;47,8;368,00;67,5;-18720;18;19,10
2731,489;47,8;368,00;67,5;-18720;18;20,10
2731,538;47,8;368,00;67,5;-18720;18;20,10
2731,585;47,8;368,00;67,5;-18720;18;20,10
2731,633;47,8;368,00;67,5;-18720;18;20,10
2731,681;47,8;368,00;67,5;-18720;18;20,10
2731,729;47,8;368,00;67,5;-18720;18;20,10
2731,778;47,8;368,00;67,5;-18720;18;20,60
2731,827;47,9;368,00;67,5;-18720;18;20,60
2731,874;47,9;368,50;67,5;-18720;18;20,60
2731,936;47,9;368,50;67,5;-18720;18;20,60
2731,982;47,9;368,50;67,5;-18718;18;20,60
2732,028;47,9;368,50;67,5;-18718;18;20,60
2732,082;47,9;368,50;67,5;-18718;18;21,60
2732,130;48,0;368,50;67,5;-18718;18;21,60
2732,178;48,0;368,00;67,5;-18718;18;21,60
2732,226;48,0;368,00;67,5;-18718;18;21,60
2732,273;48,0;368,00;67,5;-18716;18;21,60
2732,321;48,0;368,00;67,5;-18716;18;21,60
2732,369;48,0;368,00;67,5;-18716;18;23,85
2732,417;48,1;368,00;67,5;-18716;18;23,85
2732,466;48,1;368,00;67,5;-18716;18;23,85
2732,513;48,1;368,00;67,5;-18716;18;23,85
2732,560;48,1;368,00;67,5;-18715;18;23,85
2732,607;48,1;368,00;67,5;-18715;18;23,85
2732,655;48,1;368,00;67,5;-18715;18;25,10
2732,706;48,1;368,00;67,5;-18715;18;25,10
2732,753;48,1;369,00;67,5;-18715;18;25,10
2732,801;48,1;369,00;67,5;-18715;18;25,10
2732,850;48,1;369,00;67,5;-18713;18;25,10
2732,897;48,1;369,00;67,5;-18713;18;25,10
2732,946;48,1;369,00;67,5;-18713;18;26,10
2732,993;48,2;369,00;67,5;-18713;18;26,10
2733,042;48,2;368,50;67,5;-18713;18;26,10
2733,090;48,2;368,50;67,5;-18713;18;26,10
2733,137;48,2;368,50;67,5;-18714;18;26,10
2733,185;48,2;368,50;67,5;-18714;18;26,10
2733,231;48,2;368,50;67,5;-18714;18;27,10
2733,277;48,2;368,50;67,5;-18714;18;27,10
2733,324;48,2;368,00;67,5;-18714;18;27,10
2733,362;48,2;368,00;67,5;-18714;18;27,10
2733,410;48,2;368,00;67,5;-18712;18;27,10
2733,458;48,2;368,00;67,5;-18712;18;27,10
2733,505;48,2;368,00;67,5;-18712;18;26,60
2733,554;48,2;368,00;67,5;-18712;18;26,60
2733,602;48,2;368,00;67,5;-18712;18;26,60
2733,649;48,2;368,00;67,5;-18712;18;26,60
2733,697;48,2;368,00;67,5;-18711;18;26,60
2733,744;48,2;368,00;67,5;-18711;18;26,60
2733,790;48,2;368,00;67,5;-18711;18;28,10
2733,837;48,2;368,00;67,5;-18711;18;28,10
2733,885;48,2;368,50;67,5;-18711;18;28,10
2733,947;48,2;368,50;67,5;-18711;18;28,10
2733,994;48,2;368,50;67,5;-18711;18;28,10
2734,033;48,2;368,50;67,5;-18711;18;28,10
2734,082;48,2;368,50;67,5;-18711;18;28,10
2734,129;48,4;368,50;67,5;-18711;18;28,10
2734,178;48,4;368,50;67,5;-18711;18;28,10
2734,226;48,4;368,50;67,5;-18711;18;28,10
2734,274;48,4;368,50;67,5;-18708;18;28,10
2734,321;48,4;368,50;67,5;-18708;18;28,10
2734,370;48,4;368,50;67,5;-18708;18;30,10
2734,418;48,4;368,50;67,5;-18708;18;30,10
2734,464;48,4;368,50;67,5;-18708;18;30,10
2734,511;48,4;368,50;67,5;-18708;18;30,10
2734,558;48,4;368,50;67,5;-18708;18;30,10
2734,605;48,4;368,50;67,5;-18708;18;30,10
2734,652;48,4;368,50;67,5;-18708;18;31,35
2734,699;48,1;368,50;67,5;-18708;18;31,35
2734,753;48,1;369,50;67,5;-18708;18;31,35
2734,801;48,1;369,50;67,5;-18708;18;31,35
2734,850;48,1;369,50;67,5;-18714;18;31,35
2734,898;48,1;369,50;67,5;-18714;18;31,35
2734,946;48,1;369,50;67,5;-18714;18;31,85
2734,994;48,3;369,50;67,5;-18714;18;31,85
2735,042;48,3;368,50;67,5;-18714;18;31,85
2735,087;48,3;368,50;67,5;-18714;18;31,85
2735,134;48,3;368,50;67,5;-18707;18;31,85
2735,181;48,3;368,50;67,5;-18707;18;31,85
2735,229;48,3;368,50;67,5;-18707;18;22,60
2735,275;48,2;368,50;67,5;-18707;18;22,60
2735,322;48,2;368,50;67,5;-18707;18;22,60
2735,362;48,2;368,50;67,5;-18707;18;22,60
2735,410;48,2;368,50;67,5;-18711;18;22,60
2735,458;48,2;368,50;67,5;-18711;18;22,60
2735,505;48,2;368,50;67,5;-18711;18;31,35
2735,553;48,5;368,50;67,5;-18711;18;31,35
2735,602;48,5;369,00;67,5;-18711;18;31,35
2735,649;48,5;369,00;67,6;-18711;18;31,35
2735,697;48,5;369,00;67,6;-18706;18;31,35
2735,744;48,5;369,00;67,6;-18706;18;31,35
2735,791;48,5;369,00;67,6;-18706;18;28,85
2735,854;48,4;369,00;67,6;-18706;18;28,85
2735,900;48,4;369,00;67,6;-18706;18;28,85
2735,947;48,4;369,00;67,6;-18706;18;28,85
2735,995;48,4;369,00;67,6;-18706;18;28,85
2736,034;48,4;369,00;67,6;-18706;18;28,85
2736,082;48,4;369,00;67,6;-18706;18;28,60
2736,129;48,4;369,00;67,6;-18706;18;28,60
2736,177;48,4;369,50;67,6;-18706;18;28,60
2736,226;48,4;369,50;67,6;-18706;18;28,60
2736,273;48,4;369,50;67,6;-18705;18;28,60
2736,322;48,4;369,50;67,6;-18705;18;28,60
2736,368;48,4;369,50;67,6;-18705;18;30,60
2736,415;48,5;369,50;67,6;-18705;18;30,60
2736,461;48,5;369,50;67,6;-18705;18;30,60
2736,508;48,5;369,50;67,6;-18705;18;30,60
2736,555;48,5;369,50;67,6;-18705;18;30,60
2736,601;48,5;369,50;67,6;-18705;18;30,60
2736,647;48,5;369,50;67,6;-18705;18;32,85
2736,706;48,6;369,50;67,6;-18705;18;32,85
2736,753;48,6;369,00;67,6;-18705;18;32,85
2736,801;48,6;369,00;67,6;-18705;18;32,85
2736,850;48,6;369,00;67,6;-18704;18;32,85
2736,898;48,6;369,00;67,6;-18704;18;32,85
2736,945;48,6;369,00;67,6;-18704;18;33,60
2736,994;48,6;369,00;67,6;-18704;18;33,60
2737,039;48,6;369,00;67,6;-18704;18;33,60
2737,084;48,6;369,00;67,6;-18704;18;33,60
2737,131;48,6;369,00;67,6;-18703;18;33,60
2737,178;48,6;369,00;67,6;-18703;18;33,60
2737,226;48,6;369,00;67,6;-18703;18;34,60
2737,271;48,6;369,00;67,6;-18703;18;34,60
2737,319;48,6;369,50;67,6;-18703;18;34,60
2737,361;48,6;369,50;67,6;-18703;18;34,60
2737,410;48,6;369,50;67,6;-18702;18;34,60
2737,458;48,6;369,50;67,6;-18702;18;34,60
2737,505;48,6;369,50;67,6;-18702;18;35,35
2737,551;48,7;369,50;67,6;-18702;18;35,35
2737,597;48,7;369,50;67,6;-18702;18;35,35
2737,644;48,7;369,50;67,6;-18702;18;35,35
2737,681;48,7;369,50;67,6;-18701;18;35,35
2737,729;48,7;369,50;67,6;-18701;18;35,35
2737,777;48,7;369,50;67,6;-18701;18;35,85
2737,825;48,6;369,50;67,6;-18701;18;35,85
2737,874;48,6;370,00;67,6;-18701;18;35,85
2737,922;48,6;370,00;67,6;-18701;18;35,85
2737,970;48,6;370,00;67,6;-18701;18;35,85
2738,017;48,6;370,00;67,6;-18701;18;35,85
2738,065;48,6;370,00;67,6;-18701;18;36,60
2738,113;48,8;370,00;67,6;-18701;18;36,60
2738,162;48,8;369,50;67,6;-18701;18;36,60
2738,209;48,8;369,50;67,6;-18701;18;36,60
2738,257;48,8;369,50;67,6;-18700;18;36,60
2738,306;48,8;369,50;67,6;-18700;18;36,60
2738,354;48,8;369,50;67,6;-18700;18;37,35
2738,401;48,8;369,50;67,6;-18700;18;37,35
2738,449;48,8;370,00;67,6;-18700;18;37,35
2738,498;48,8;370,00;67,6;-18700;18;37,35
2738,546;48,8;370,00;67,6;-18699;18;37,35
2738,592;48,8;370,00;67,6;-18699;18;37,35
2738,639;48,8;370,00;67,6;-18699;18;37,85
2738,686;48,8;370,00;67,6;-18699;18;37,85
2738,722;48,8;370,00;67,6;-18699;18;37,85
2738,770;48,8;370,00;67,6;-18699;18;37,85
2738,818;48,8;370,00;67,6;-18699;18;37,85
2738,866;48,8;370,00;67,6;-18699;18;37,85
2738,914;48,8;370,00;67,6;-18699;18;38,60
2738,961;48,8;370,00;67,6;-18699;18;38,60
2739,010;48,8;369,50;67,6;-18699;18;38,60
2739,058;48,8;369,50;67,6;-18699;18;38,60
2739,106;48,8;369,50;67,6;-18698;18;38,60
2739,154;48,8;369,50;67,6;-18698;18;38,60
2739,202;48,8;369,50;67,6;-18698;18;39,10
2739,249;48,8;369,50;67,6;-18698;18;39,10
2739,296;48,8;370,00;67,6;-18698;18;39,10
2739,343;48,8;370,00;67,6;-18698;18;39,10
2739,395;48,8;370,00;67,6;-18696;18;39,10
2739,442;48,8;370,00;67,6;-18696;18;39,10
2739,489;48,8;370,00;67,6;-18696;18;37,35
2739,538;49,0;370,00;67,6;-18696;18;37,35
2739,585;49,0;370,00;67,6;-18696;18;37,35
2739,633;49,0;370,00;67,6;-18696;18;37,35
2739,682;49,0;370,00;67,6;-18694;18;37,35
2739,729;49,0;370,00;67,6;-18694;18;37,35
2739,777;49,0;370,00;67,6;-18694;18;42,10
2739,825;49,1;370,00;67,6;-18694;18;42,10
2739,872;49,1;370,00;67,6;-18694;18;42,10
2739,919;49,1;370,00;67,6;-18694;18;42,10
2739,965;49,1;370,00;67,6;-18691;18;42,10
2740,012;49,1;370,00;67,6;-18691;18;42,10
2740,065;49,1;370,00;67,6;-18691;18;42,60
2740,113;49,1;370,00;67,6;-18691;18;42,60
2740,162;49,1;370,00;67,6;-18691;18;42,60
2740,209;49,1;370,00;67,6;-18691;18;42,60
2740,257;49,1;370,00;67,6;-18692;18;42,60
2740,305;49,1;370,00;67,6;-18692;18;42,60
2740,354;49,1;370,00;67,6;-18692;18;44,35
2740,401;49,1;370,00;67,6;-18692;18;44,35
2740,449;49,1;370,00;67,6;-18692;18;44,35
2740,497;49,1;370,00;67,6;-18692;18;44,35
2740,543;49,1;370,00;67,6;-18692;18;44,35
2740,589;49,1;370,00;67,6;-18692;18;44,35
2740,636;49,1;370,00;67,6;-18692;18;45,35
2740,682;49,1;370,00;67,6;-18692;18;45,35
2740,722;49,1;370,00;67,6;-18692;18;45,35
2740,770;49,1;370,00;67,6;-18692;18;45,35
2740,817;49,1;370,00;67,6;-18690;18;45,35
2740,865;49,1;370,00;67,6;-18690;18;45,35
2740,914;49,1;370,00;67,6;-18690;18;45,10
2740,961;49,2;370,00;67,6;-18690;18;45,10
2741,026;49,2;370,00;67,6;-18690;18;45,10
2741,073;49,2;370,00;67,6;-18690;18;45,10
2741,120;49,2;370,00;67,6;-18691;18;45,10
2741,167;49,2;370,00;67,6;-18691;18;45,10
2741,214;49,2;370,00;67,6;-18691;18;45,85
2741,260;49,1;370,00;67,6;-18691;18;45,85
2741,307;49,1;370,00;67,6;-18691;18;45,85
2741,354;49,1;370,00;67,6;-18691;18;45,85
2741,394;49,1;370,00;67,6;-18691;18;45,85
2741,441;49,1;370,00;67,6;-18691;18;45,85
2741,489;49,1;370,00;67,6;-18691;18;46,35
2741,538;49,0;370,00;67,6;-18691;18;46,35
2741,585;49,0;370,50;67,6;-18691;18;46,35
2741,633;49,0;370,50;67,6;-18691;18;46,35
2741,682;49,0;370,50;67,6;-18693;18;46,35
2741,746;49,0;370,50;67,6;-18693;18;46,35
2741,792;49,0;370,50;67,6;-18693;18;46,10
2741,840;49,1;370,50;67,6;-18693;18;46,10
2741,885;49,1;370,50;67,6;-18693;18;46,10
2741,932;49,1;370,50;67,6;-18693;18;46,10
2741,981;49,1;370,50;67,6;-18692;18;46,10
2742,034;49,1;370,50;67,6;-18692;18;46,10
2742,083;49,1;370,50;67,6;-18692;18;45,60
2742,130;49,1;370,50;67,6;-18692;18;45,60
2742,177;49,1;370,50;67,6;-18692;18;45,60
2742,226;49,1;370,50;67,6;-18692;18;45,60
2742,273;49,1;370,50;67,6;-18692;18;45,60
2742,320;49,1;370,50;67,6;-18692;18;45,60
2742,368;49,1;370,50;67,6;-18692;18;45,60
2742,416;49,1;370,50;67,6;-18692;18;45,60
2742,461;49,1;371,00;67,6;-18692;18;45,60
2742,508;49,1;371,00;67,6;-18692;18;45,60
2742,554;49,1;371,00;67,6;-18693;18;45,60
2742,601;49,1;371,00;67,6;-18693;18;45,60
2742,647;49,1;371,00;67,6;-18693;18;45,60
2742,689;49,1;371,00;67,6;-18693;18;45,60
2742,737;49,1;370,50;67,6;-18693;18;45,60
2742,786;49,1;370,50;67,6;-18693;18;45,60
2742,834;49,1;370,50;67,6;-18692;18;45,60
2742,881;49,1;370,50;67,6;-18692;18;45,60
2742,930;49,1;370,50;67,6;-18692;18;45,85
2742,978;49,0;370,50;67,6;-18692;18;45,85
2743,024;49,0;370,00;67,6;-18692;18;45,85
2743,071;49,0;370,00;67,6;-18692;18;45,85
2743,117;49,0;370,00;67,6;-18694;18;45,85
2743,164;49,0;370,00;67,6;-18694;18;45,85
2743,210;49,0;370,00;67,6;-18694;18;44,10
2743,257;49,0;370,00;67,6;-18694;18;44,10
2743,304;49,0;370,50;67,6;-18694;18;44,10
2743,351;49,0;370,50;67,6;-18694;18;44,10
2743,394;49,0;370,50;67,6;-18693;18;44,10
2743,442;49,0;370,50;67,6;-18693;18;44,10
2743,490;49,0;370,50;67,6;-18693;18;44,60
2743,539;49,1;370,50;67,6;-18693;18;44,60
2743,584;49,1;370,50;67,6;-18693;18;44,60
2743,631;49,1;370,50;67,6;-18693;18;44,60
2743,678;49,1;370,50;67,6;-18691;18;44,60
2743,725;49,1;370,50;67,6;-18691;18;44,60
2743,771;49,1;370,50;67,6;-18691;18;44,35
2743,818;49,1;370,50;67,6;-18691;18;44,35
2743,865;49,1;371,00;67,6;-18691;18;44,35
2743,913;49,1;371,00;67,6;-18691;18;44,35
2743,958;49,1;371,00;67,6;-18692;18;44,35
2744,006;49,1;371,00;67,6;-18692;18;44,35
2744,050;49,1;371,00;67,6;-18692;18;45,35
2744,098;49,1;371,00;67,6;-18692;18;45,35
2744,146;49,1;370,50;67,6;-18692;18;45,35
2744,193;49,1;370,50;67,6;-18692;18;45,35
2744,240;49,1;370,50;67,6;-18690;18;45,35
2744,288;49,1;370,50;67,6;-18690;18;45,35
2744,335;49,1;370,50;67,6;-18690;18;45,35
2744,381;49,2;370,50;67,6;-18690;18;45,35
2744,427;49,2;371,00;67,6;-18690;18;45,35
2744,474;49,2;371,00;67,7;-18690;18;45,35
2744,520;49,2;371,00;67,7;-18688;18;45,35
2744,567;49,2;371,00;67,7;-18688;18;45,35
2744,613;49,2;371,00;67,7;-18688;18;44,35
2744,660;49,1;371,00;67,7;-18688;18;44,35
2744,706;49,1;371,00;67,7;-18688;18;44,35
2744,753;49,1;371,00;67,7;-18688;18;44,35
2744,799;49,1;371,00;67,7;-18692;18;44,35
2744,850;49,1;371,00;67,7;-18692;18;44,35
2744,897;49,1;371,00;67,7;-18692;18;47,85
2744,945;49,1;371,00;67,7;-18692;18;47,85
2744,993;49,1;371,00;67,7;-18692;18;47,85
2745,042;49,1;371,00;67,7;-18692;18;47,85
2745,089;49,1;371,00;67,7;-18692;18;47,85
2745,137;49,1;371,00;67,7;-18692;18;47,85
2745,186;49,1;371,00;67,7;-18692;18;46,35
2745,234;49,1;371,00;67,7;-18692;18;46,35
2745,281;49,1;370,50;67,7;-18692;18;46,35
2745,327;49,1;370,50;67,7;-18692;18;46,35
2745,361;49,1;370,50;67,7;-18692;18;46,35
2745,410;49,1;370,50;67,7;-18692;18;46,35
2745,458;49,1;370,50;67,7;-18692;18;45,60
2745,505;49,1;370,50;67,7;-18692;18;45,60
2745,554;49,1;371,00;67,7;-18692;18;45,60
2745,603;49,1;371,00;67,7;-18692;18;45,60
2745,649;49,1;371,00;67,7;-18692;18;45,60
2745,682;49,1;371,00;67,7;-18692;18;45,60
